trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",30,0,-208.8901126067453,"{0: 19, 1: 2, 2: 4, 3: 1, 4: 4}",0
2,False,"{'a': 0.5, 'e': 0.9999920000106667}",20,0,-67.6975496508343,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.9999680001706663}",25,2,-188.5649723814864,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 3}",1
4,False,"{'a': 0.5, 'e': 0.9999280008639958}",20,0,-92.39622681131667,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
5,False,"{'a': 0.5, 'e': 0.9998720027306434}",25,0,-152.58422978253236,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.9998000066665778}",30,0,-162.34037810419034,"{0: 16, 1: 2, 2: 9, 3: 2, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.9997120138237345}",25,0,-41.37659639096192,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
8,False,"{'a': 0.5, 'e': 0.9996080256099974}",25,5,-93.28888777702059,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",1
9,False,"{'a': 0.5, 'e': 0.9994880436891754}",20,0,-108.74295301080983,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.9993520699809768}",20,0,-126.69535061910638,"{0: 10, 1: 5, 2: 1, 3: 3, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.9992001066609779}",25,0,-203.5657968460407,"{0: 10, 1: 5, 2: 7, 3: 0, 4: 3}",0
12,False,"{'a': 0.5, 'e': 0.9990321561605888}",35,0,-258.94808545537,"{0: 19, 1: 3, 2: 7, 3: 2, 4: 4}",0
13,False,"{'a': 0.5, 'e': 0.9988482211670138}",30,0,-97.33636599685317,"{0: 19, 1: 5, 2: 4, 3: 1, 4: 1}",0
14,False,"{'a': 0.5, 'e': 0.9986483046232089}",20,0,-57.0526718738813,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.9984324097278344}",30,0,-211.06167577829422,"{0: 15, 1: 3, 2: 9, 3: 0, 4: 3}",0
16,False,"{'a': 0.5, 'e': 0.9982005399352042}",20,0,-51.47787821123058,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.99795269895523}",25,0,-169.82674668441126,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
18,False,"{'a': 0.5, 'e': 0.9976888907533621}",30,0,-215.4736954092312,"{0: 16, 1: 0, 2: 11, 3: 0, 4: 3}",0
19,False,"{'a': 0.5, 'e': 0.9974091195505261}",25,0,-172.08425863503388,"{0: 9, 1: 9, 2: 4, 3: 1, 4: 2}",0
20,False,"{'a': 0.5, 'e': 0.9971133898230555}",25,0,-85.49871529562922,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.9968017063026194}",20,0,-58.94302548312422,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.9964740739761475}",20,0,-100.48959143418642,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
23,False,"{'a': 0.5, 'e': 0.9961304980857502}",25,0,-144.2530810484889,"{0: 13, 1: 1, 2: 9, 3: 1, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.9957709841286342}",20,0,-93.85100241720465,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.9953955378570153}",20,0,-118.65429419420371,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
26,False,"{'a': 0.5, 'e': 0.9950041652780257}",20,0,-35.824924977324564,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.9945968726536185}",25,0,-110.6309806012577,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.9941736665004669}",30,0,-186.69237801259038,"{0: 17, 1: 1, 2: 7, 3: 3, 4: 2}",0
29,False,"{'a': 0.5, 'e': 0.9937345535898603}",30,0,-166.09285950190662,"{0: 18, 1: 5, 2: 4, 3: 0, 4: 3}",0
30,False,"{'a': 0.5, 'e': 0.9932795409475959}",20,9,-18.15436985437103,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
31,False,"{'a': 0.5, 'e': 0.9928086358538663}",30,0,-135.67604644021165,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.9923218458431429}",20,0,-108.84883681019814,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.9918191787040556}",30,0,-52.82920348030403,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
34,False,"{'a': 0.5, 'e': 0.9913006424792677}",20,0,-168.40708706158816,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 3}",0
35,False,"{'a': 0.5, 'e': 0.990766245465348}",20,0,-114.38936514208169,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.9902159962126371}",25,0,-146.42685107064432,"{0: 17, 1: 4, 2: 0, 3: 1, 4: 3}",0
37,False,"{'a': 0.5, 'e': 0.9896499035251115}",25,0,-135.18545336516814,"{0: 11, 1: 6, 2: 6, 3: 1, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.989067976460242}",25,0,-89.28859186374602,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.9884702243288492}",20,0,-87.13920915948607,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.9878566566949545}",20,0,-67.33256675872602,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.9872272833756269}",20,0,-83.29926530215576,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.9865821144408262}",35,0,-175.3806209100355,"{0: 20, 1: 6, 2: 5, 3: 2, 4: 2}",0
43,False,"{'a': 0.5, 'e': 0.9859211602132415}",20,0,-88.47886545663802,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.9852444312681263}",30,0,-166.12305030662307,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 4}",0
45,False,"{'a': 0.5, 'e': 0.9845519384331295}",20,0,-128.6863584462214,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
46,False,"{'a': 0.5, 'e': 0.9838436927881214}",25,0,-123.61873707677366,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
47,False,"{'a': 0.5, 'e': 0.9831197056650174}",35,0,-191.9625925953846,"{0: 21, 1: 7, 2: 2, 3: 2, 4: 3}",0
48,False,"{'a': 0.5, 'e': 0.9823799886475959}",30,0,-128.2103694495095,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.9816245535713135}",30,0,-100.74273232939669,"{0: 21, 1: 5, 2: 2, 3: 0, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.9808534125231153}",20,0,-160.58757250203956,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.9800665778412416}",25,0,-233.64772348850605,"{0: 13, 1: 2, 2: 4, 3: 2, 4: 4}",0
52,False,"{'a': 0.5, 'e': 0.9792640621150305}",30,0,-183.14068998250562,"{0: 16, 1: 5, 2: 6, 3: 0, 4: 3}",0
53,False,"{'a': 0.5, 'e': 0.9784458781847165}",20,0,-158.88734382573983,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
54,False,"{'a': 0.5, 'e': 0.9776120391412251}",25,0,-192.64936555342015,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
55,False,"{'a': 0.5, 'e': 0.9767625583259631}",20,0,-85.66792192208347,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
56,False,"{'a': 0.5, 'e': 0.9758974493306055}",35,0,-174.1052279301683,"{0: 23, 1: 0, 2: 9, 3: 1, 4: 2}",0
57,False,"{'a': 0.5, 'e': 0.9750167259968777}",25,0,-85.70650253189191,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.9741204024163344}",25,0,-185.37371428599585,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 4}",0
59,False,"{'a': 0.5, 'e': 0.9732084929301336}",30,0,-106.74389811675434,"{0: 18, 1: 4, 2: 7, 3: 0, 4: 1}",1
60,False,"{'a': 0.5, 'e': 0.9722810121288076}",25,2,-91.76015580484798,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 1}",1
61,False,"{'a': 0.5, 'e': 0.9713379748520297}",25,0,-66.20495496391831,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.9703793961883759}",20,0,-71.77069022079036,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.9694052914750845}",25,8,-87.11859612023291,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 1}",1
64,False,"{'a': 0.5, 'e': 0.9684156762978101}",20,0,-101.66719255816673,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.9674105664903746}",25,0,-109.5152902144426,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.9663899781345132}",20,10,-53.69271100455027,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
67,False,"{'a': 0.5, 'e': 0.965353927559618}",20,0,-55.481551055758565,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.9643024313424761}",30,0,-90.20780024517184,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.9632355063070045}",20,0,-167.26189861395272,"{0: 6, 1: 3, 2: 8, 3: 2, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.9621531695239809}",20,0,-74.14678950244026,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.9610554383107709}",25,0,-130.60394824816976,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
72,False,"{'a': 0.5, 'e': 0.9599423302310505}",20,0,-182.3510733684106,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
73,False,"{'a': 0.5, 'e': 0.9588138630945251}",20,0,-96.10388602064079,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
74,False,"{'a': 0.5, 'e': 0.9576700549566448}",20,0,-125.51722639297772,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
75,False,"{'a': 0.5, 'e': 0.9565109241183156}",25,0,-63.36395013598853,"{0: 18, 1: 2, 2: 2, 3: 3, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.955336489125606}",20,0,-141.03312937976472,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
77,False,"{'a': 0.5, 'e': 0.9541467687694509}",25,0,-82.55137275047927,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",1
78,False,"{'a': 0.5, 'e': 0.9529417820853506}",20,0,-51.12379867190905,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
79,False,"{'a': 0.5, 'e': 0.9517215483530664}",20,0,-176.75305217261806,"{0: 10, 1: 0, 2: 7, 3: 0, 4: 3}",0
80,False,"{'a': 0.5, 'e': 0.9504860870963119}",20,0,-102.65208076995488,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.9492354180824408}",20,0,-101.32688565763779,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
82,False,"{'a': 0.5, 'e': 0.9479695613221308}",20,0,-156.88787652387512,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
83,False,"{'a': 0.5, 'e': 0.9466885370690631}",20,2,-96.40765564344167,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 1}",1
84,False,"{'a': 0.5, 'e': 0.9453923658195982}",20,0,-224.15534750291613,"{0: 8, 1: 1, 2: 7, 3: 0, 4: 4}",0
85,False,"{'a': 0.5, 'e': 0.9440810683124485}",20,0,-116.80755312954821,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
86,False,"{'a': 0.5, 'e': 0.9427546655283462}",30,0,-223.5909512275118,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 4}",0
87,False,"{'a': 0.5, 'e': 0.9414131786897075}",20,0,-117.26719842994055,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
88,False,"{'a': 0.5, 'e': 0.9400566292602934}",20,0,-43.252497637041316,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
89,False,"{'a': 0.5, 'e': 0.9386850389448655}",25,16,1.5043697897126544,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.9372984296888399}",35,0,-170.4038817525027,"{0: 23, 1: 5, 2: 1, 3: 4, 4: 2}",0
91,False,"{'a': 0.5, 'e': 0.9358968236779348}",30,0,-108.95757574437653,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.9344802433378168}",25,4,-85.72901260274402,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 1}",1
93,False,"{'a': 0.5, 'e': 0.9330487113337409}",30,0,-196.52213961287998,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
94,False,"{'a': 0.5, 'e': 0.9316022505701886}",20,0,-124.71291472317378,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
95,False,"{'a': 0.5, 'e': 0.9301408841905014}",25,0,-133.9337281492067,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.9286646355765102}",30,0,-118.67275475198137,"{0: 19, 1: 0, 2: 9, 3: 1, 4: 1}",0
97,False,"{'a': 0.5, 'e': 0.9271735283481612}",35,0,-305.23735797364475,"{0: 17, 1: 1, 2: 12, 3: 0, 4: 5}",0
98,False,"{'a': 0.5, 'e': 0.9256675863631385}",25,0,-99.32640256225373,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.9241468337164814}",25,15,-16.06533019306018,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.9226112947402}",35,0,-135.89129032969316,"{0: 24, 1: 5, 2: 2, 3: 2, 4: 2}",0
101,False,"{'a': 0.5, 'e': 0.9210609940028851}",25,4,-63.89202869156736,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 1}",1
102,False,"{'a': 0.5, 'e': 0.9194959563093155}",20,0,-64.9749472880741,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.9179162067000607}",30,10,-80.43370872703713,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",1
104,False,"{'a': 0.5, 'e': 0.916321770451081}",20,0,-164.50015945568765,"{0: 8, 1: 2, 2: 7, 3: 1, 4: 2}",0
105,False,"{'a': 0.5, 'e': 0.9147126730733223}",20,0,-97.21624046292735,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
106,False,"{'a': 0.5, 'e': 0.9130889403123083}",25,0,-119.75411660241325,"{0: 14, 1: 6, 2: 3, 3: 0, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.9114505981477284}",35,0,-178.65501016718957,"{0: 23, 1: 5, 2: 2, 3: 2, 4: 3}",0
108,False,"{'a': 0.5, 'e': 0.9097976727930226}",30,0,-134.8600183435726,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.9081301906949609}",20,9,-60.17987237216506,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 1}",1
110,False,"{'a': 0.5, 'e': 0.9064481785332217}",20,0,-65.10148382578265,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.9047516632199635}",35,21,-50.4518412129646,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 1}",1
112,False,"{'a': 0.5, 'e': 0.903040671899395}",35,0,-162.59560127070145,"{0: 20, 1: 6, 2: 6, 3: 1, 4: 2}",1
113,False,"{'a': 0.5, 'e': 0.901315231947341}",25,0,-71.2232489678538,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.899575370970804}",20,0,-130.90323921850774,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
115,False,"{'a': 0.5, 'e': 0.8978211168075223}",20,0,-56.135054344696414,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.8960524975255253}",20,0,-38.83581249574775,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.8942695414226836}",20,0,-111.16741282323059,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
118,False,"{'a': 0.5, 'e': 0.8924722770262568}",20,7,-60.83916462500965,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
119,False,"{'a': 0.5, 'e': 0.890660733092437}",20,0,-129.28042557178074,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.8888349386058886}",20,0,-97.90481818481663,"{0: 11, 1: 2, 2: 4, 3: 3, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.8869949227792842}",20,0,-93.54708933245624,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
122,False,"{'a': 0.5, 'e': 0.8851407150528379}",20,0,-141.85578362740995,"{0: 5, 1: 6, 2: 8, 3: 0, 4: 1}",0
123,False,"{'a': 0.5, 'e': 0.8832723450938338}",20,4,-40.37385573852748,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.8813898427961513}",20,6,11.820106968107266,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.879493238279787}",30,0,-105.99351723712027,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 2}",0
126,False,"{'a': 0.5, 'e': 0.8775825618903728}",30,0,-189.3497582816633,"{0: 19, 1: 3, 2: 2, 3: 3, 4: 3}",0
127,False,"{'a': 0.5, 'e': 0.87565784419869}",25,0,-141.42941594519036,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.8737191160001807}",30,0,-100.8094546461693,"{0: 19, 1: 3, 2: 5, 3: 3, 4: 0}",0
129,False,"{'a': 0.5, 'e': 0.8717664083144548}",25,0,-117.25924218231917,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.8697997523847936}",30,1,-90.22743597975507,"{0: 18, 1: 2, 2: 7, 3: 2, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.8678191796776499}",20,11,-27.10453628150406,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
132,False,"{'a': 0.5, 'e': 0.8658247218821449}",30,2,-143.89359492803834,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 3}",1
133,False,"{'a': 0.5, 'e': 0.8638164109095605}",25,8,-86.4776523867727,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 2}",1
134,False,"{'a': 0.5, 'e': 0.8617942788928298}",25,0,-47.7283869282694,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
135,False,"{'a': 0.5, 'e': 0.8597583581860216}",20,2,-103.18166160507708,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 2}",1
136,False,"{'a': 0.5, 'e': 0.8577086813638242}",25,0,-76.93909500060742,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.8556452812210225}",20,9,-86.69279944975011,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 2}",1
138,False,"{'a': 0.5, 'e': 0.8535681907719751}",20,0,-85.3176799792074,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
139,False,"{'a': 0.5, 'e': 0.8514774432500848}",35,0,-108.12004639817255,"{0: 24, 1: 3, 2: 6, 3: 1, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.8493730721072673}",25,12,-102.54416274036255,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 2}",1
141,False,"{'a': 0.5, 'e': 0.8472551110134161}",25,0,-90.37054936405707,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.8451235938558634}",30,0,-191.6337581000572,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
143,False,"{'a': 0.5, 'e': 0.8429785547388383}",25,0,-169.61712345758414,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
144,False,"{'a': 0.5, 'e': 0.840820027982921}",20,0,-35.650848656941925,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.8386480481244933}",20,7,-93.9652347206914,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 2}",1
146,False,"{'a': 0.5, 'e': 0.8364626499151869}",20,0,-161.2738652552643,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
147,False,"{'a': 0.5, 'e': 0.8342638683213264}",25,0,-203.36386849166925,"{0: 15, 1: 0, 2: 6, 3: 0, 4: 4}",0
148,False,"{'a': 0.5, 'e': 0.8320517385233703}",25,0,-92.80070704253679,"{0: 17, 1: 5, 2: 1, 3: 0, 4: 2}",0
149,False,"{'a': 0.5, 'e': 0.8298262959153483}",30,20,-67.05050894966318,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 1}",1
150,False,"{'a': 0.5, 'e': 0.8275875761042946}",25,0,-96.09893188138271,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.8253356149096783}",20,0,-109.86543148230753,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.8230704483628307}",20,0,-87.60188572718613,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
153,False,"{'a': 0.5, 'e': 0.8207921127063681}",20,1,-22.335090807615394,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.8185006443936125}",30,7,-51.38752201159736,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 1}",1
155,False,"{'a': 0.5, 'e': 0.8161960800880078}",25,0,-56.004764454614,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
156,False,"{'a': 0.5, 'e': 0.8138784566625339}",20,0,-15.5753262281414,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.8115478111991162}",20,0,-131.60123259396764,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
158,False,"{'a': 0.5, 'e': 0.8092041809880323}",30,19,10.734659628383952,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.8068476035273155}",25,0,-71.82708039016012,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
160,False,"{'a': 0.5, 'e': 0.8044781165221552}",30,15,-34.04090394082076,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.8020957578842927}",25,9,-32.98979020307777,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
162,False,"{'a': 0.5, 'e': 0.7997005657314152}",25,0,-40.309835535135164,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.7972925783865465}",20,0,-54.407803494406814,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.7948718343774324}",20,0,-65.1781458248554,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
165,False,"{'a': 0.5, 'e': 0.7924383724359255}",25,0,-80.44289816209925,"{0: 17, 1: 2, 2: 3, 3: 3, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.7899922314973651}",20,7,-2.137215283432944,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.7875334506999538}",20,6,-76.199558068955,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
168,False,"{'a': 0.5, 'e': 0.785062069384132}",25,0,-192.3412283869796,"{0: 13, 1: 4, 2: 3, 3: 2, 4: 3}",0
169,False,"{'a': 0.5, 'e': 0.7825781270919481}",25,0,-67.70454810692767,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.7800816635664256}",20,0,-81.0441996240714,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.7775727187509279}",20,0,-25.09022986630534,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.7750513327885183}",30,1,-105.62659199607069,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 1}",1
173,False,"{'a': 0.5, 'e': 0.7725175460213186}",25,0,-172.86343550044722,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
174,False,"{'a': 0.5, 'e': 0.7699713989898629}",30,0,-102.37274039275326,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
175,False,"{'a': 0.5, 'e': 0.7674129324324493}",25,0,-139.40393084135337,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
176,False,"{'a': 0.5, 'e': 0.7648421872844884}",25,10,-53.18181032976769,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
177,False,"{'a': 0.5, 'e': 0.7622592046778476}",25,0,-115.18042945261627,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
178,False,"{'a': 0.5, 'e': 0.7596640259401933}",20,0,-57.24735275489406,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.7570566925943303}",25,0,-85.23221680247613,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
180,False,"{'a': 0.5, 'e': 0.7544372463575362}",25,0,-122.9263953814274,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
181,False,"{'a': 0.5, 'e': 0.751805729140895}",25,0,-29.42316002624335,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.7491621830486261}",25,6,2.731211506783975,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.7465066503774105}",30,0,-130.97521326118118,"{0: 22, 1: 0, 2: 4, 3: 2, 4: 2}",0
184,False,"{'a': 0.5, 'e': 0.7438391736157144}",25,7,-84.9375210975608,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
